"FIPS","State","County","Deaths","Years_of_Potential_Life_Lost_Rate","Average_Number_of_Mentally_Unhealthy_Days","Primary_Care_Physicians_Rate","Mental_Health_Provider_Rate","Dentist_Rate","Preventable_Hospitalization_Rate","Pct_with_Annual_Mammogram","Pct_Uninsured","Pct_Households_with_Broadband_Access","Num_Completed_High_School"
"30035","Montana","Glacier",370,21840.168068,7.3941512071,79.79688,271.8789,43.85644,2225,19,12.651468474,84.115955918,7119
"30037","Montana","Golden Valley",NA,NA,5.5975037524,120.33694,0,0,NA,39,11.849192101,74.309392265,597
"30039","Montana","Granite",NA,NA,5.4585670418,29.90431,55.63282,0,1066,33,14.114238411,83.490909091,2387
"30041","Montana","Hill",305,12044.234102,5.8184262286,67.98937,405.50504,87.1297,2024,45,12.581011017,81.015097976,9143
"30043","Montana","Jefferson",238,7802.4193387,4.8646515879,64.15397,130.28817,46.77998,941,46,9.6705090278,89.36605317,8631
"30045","Montana","Judith Basin",NA,NA,4.9763918883,NA,47.77831,0,NA,57,11.125740619,85.005512679,1398
"30047","Montana","Lake",551,11702.548985,5.9133508379,74.92274,290.95927,82.18428,1762,40,15.542051737,83.137577002,21011
"30049","Montana","Lewis and Clark",974,6948.0591572,5.2189494774,94.15283,590.58005,86.68328,1983,48,9.5326301346,88.921872451,48866
"30051","Montana","Liberty",NA,NA,5.9659193386,51.38746,NA,101.41988,1782,48,16.721964167,69.781021898,1080
"30053","Montana","Lincoln",417,9743.0205773,5.4940703553,73.08161,246.63165,69.68641,1410,34,15.246786119,86.881914653,14623
"30055","Montana","McCone",NA,NA,5.0277695341,0,NA,0,1458,44,10.927152318,82.029339853,1314
"30057","Montana","Madison",114,5981.7694433,4.6889105537,56.07267,84.02479,21.58662,1389,41,13.066016161,87.037537132,6737
"30059","Montana","Meagher",NA,NA,5.2931491514,101.83299,96.5717,0,1703,28,14.757709251,80.490523969,1462
"30061","Montana","Mineral",118,9859.9450227,5.4078734142,41.15226,294.69548,19.77066,2307,34,11.663902709,79.971857411,3353
"30063","Montana","Missoula",1416,6796.2140165,5.5008338593,115.44929,659.01238,90.8783,1599,44,9.0216190467,92.36086906,79478
"30065","Montana","Musselshell",102,9830.6057557,5.6471262369,20.42484,37.67898,NA,940,32,11.688311688,82.402627874,3445
"30067","Montana","Park",283,8307.4900798,5.3468035417,108.7392,390.99592,61.83249,1934,33,10.244444444,88.143393484,13140
"30069","Montana","Petroleum",NA,NA,5.2181567975,0,0,0,NA,38,6.2841530055,84,324
"30071","Montana","Phillips",NA,NA,5.3666234075,23.85496,141.2097,NA,2681,38,10.569620253,87.959299039,2891
"30073","Montana","Pondera",93,9386.0804846,5.6938136996,50.05005,212.2449,NA,1253,37,13.517089305,80.223214286,3607
"30075","Montana","Powder River",NA,NA,5.5138083876,0,NA,0,NA,37,13.526970954,78.120617111,1203
"30077","Montana","Powell",138,9728.1277258,5.1704211023,71.43878,140.19347,28.36477,2399,45,12.92431481,78.364565588,5149
"30079","Montana","Prairie",NA,NA,5.9340464487,0,NA,0,NA,36,14.580467675,77.115384615,843
"30081","Montana","Ravalli",651,6194.5137493,4.9623690897,60.92387,261.84591,48.62785,950,43,11.866562599,88.007881144,32206
"30083","Montana","Richland",166,8320.5857445,5.2606135452,26.58867,143.20236,35.59669,961,51,9.8488907941,85.622222222,7283
"30085","Montana","Roosevelt",396,32695.459261,6.6472935152,64.68903,203.50809,66.21264,2988,39,13.443612971,68.574297189,5636
"30087","Montana","Rosebud",247,24379.889312,6.1111546067,49.23683,245.09804,61.81998,3221,32,11.107416029,75.301401108,4717
"30089","Montana","Sanders",278,12206.816696,6.1124634913,77.16645,277.69658,29.75748,1336,32,16.517657577,85.09077572,9141
"30091","Montana","Sheridan",NA,NA,5.3751599047,28.35271,200.11435,28.05836,2808,45,12.391386475,86.462585034,2419
"30093","Montana","Silver Bow",705,10493.081452,5.9840629192,79.07147,594.05941,91.49384,1387,47,9.7408963585,84.987293934,22922
"30095","Montana","Stillwater",149,8534.0706985,5.4255912111,33.17116,76.31091,32.69042,877,50,9.0345821326,84.750581546,6141
"30097","Montana","Sweet Grass",NA,NA,5.3409407928,80.58018,159.44725,26.9179,2718,42,10.037453184,87.842351369,2544
"30099","Montana","Teton",88,7921.8312575,5.6028251738,31.90301,171.07309,47.11055,1162,44,11.519607843,84.053833605,3910
"30101","Montana","Toole",91,10312.547187,5.6628090922,59.86829,233.78141,78.70917,1248,35,12.445604874,88.041689523,3129
"30103","Montana","Treasure",NA,NA,5.1911382105,0,0,0,NA,41,12.47637051,75.916230366,576
"30105","Montana","Valley",128,10374.871593,5.4566918825,92.87515,147.17688,26.62052,1982,51,13.40599455,84.381338742,5098
"30107","Montana","Wheatland",NA,NA,5.7115607414,NA,145.84346,0,554,30,17.24137931,77.341040462,1390
"30109","Montana","Wibaux",NA,NA,5.5880871186,0,0,0,1973,35,12.374100719,88.034188034,761
"30111","Montana","Yellowstone",2547,9697.5921536,5.7363653437,107.69028,454.80353,100.08713,2165,51,9.2122762148,90.879431805,109829
"31001","Nebraska","Adams",467,7989.2806737,4.897616488,90.24398,433.67099,67.80756,1914,55,7.9907353793,88.19379845,18774
"31003","Nebraska","Antelope",85,5812.3709432,4.8085076193,31.85221,63.47191,31.78134,3581,57,8.3792957149,82.582806103,4005
"31005","Nebraska","Arthur",NA,NA,4.6777704945,0,0,0,2329,64,6.528189911,86.956521739,329
"31007","Nebraska","Banner",NA,NA,4.498294693,0,0,0,NA,29,6.3917525773,83.333333333,474
"31009","Nebraska","Blaine",NA,NA,4.7527216574,0,0,0,NA,30,7.3446327684,81.25,289
"31011","Nebraska","Boone",NA,NA,4.5530336687,148.53323,94.16196,55.71031,5303,61,6.137359961,81.970935513,3497
"31013","Nebraska","Box Butte",185,9209.6017345,4.9154565588,47.15202,215.1141,65.5922,605,37,10.89512839,92.241569319,6845
"31015","Nebraska","Boyd",NA,NA,4.6002004063,55.89715,NA,0,3147,49,8.8360237893,88.265306122,1242
"31017","Nebraska","Brown",NA,NA,4.7578978281,103.16369,70.10165,104.45682,2420,38,10,84.354304636,1815
"31019","Nebraska","Buffalo",501,5530.0582423,4.7295395831,87.40738,469.45579,85.00376,2339,55,7.9365862077,90.758824128,29316
"31021","Nebraska","Burt",107,12043.81761,4.8207220122,29.8107,14.86547,29.6077,1409,57,8.1198265668,83.641437042,4398
"31023","Nebraska","Butler",94,5601.9873704,4.3962970626,71.05637,11.82173,23.73324,2035,49,7.1052235436,86.122102883,5337
"31025","Nebraska","Cass",355,7015.1580778,4.8182967566,29.61099,47.36574,25.80931,2580,48,5.8743479247,90.086166083,17852
"31027","Nebraska","Cedar",100,5345.2794472,4.4834838232,12.0048,12.10361,35.83801,2392,47,7.327253053,80.462123428,5364
"31029","Nebraska","Chase",NA,NA,4.7219334068,26.13696,NA,26.51113,2313,39,11.218501899,87.265135699,2226
"31031","Nebraska","Cherry",73,9393.2397228,4.7467592878,73.28692,54.62491,183.01611,1416,48,7.790368272,83.624943921,3759
"31033","Nebraska","Cheyenne",175,10904.804311,4.8844204639,52.4714,136.25406,31.54242,1176,38,7.6263107722,91.427258102,6208
"31035","Nebraska","Clay",91,5142.0859481,4.5455823407,32.90556,16.35056,NA,1636,50,8.651026393,86.626262626,3941
"31037","Nebraska","Colfax",82,4195.2048224,4.3155367227,NA,18.92864,19.14975,1352,50,14.661824784,87.908766145,5014
"31039","Nebraska","Cuming",117,6610.6719971,4.5175534765,44.5236,89.70621,67.19677,2593,62,11.248006958,81.068217874,5569
"31041","Nebraska","Custer",145,8242.9773033,4.3241106837,57.36138,122.86173,47.72814,3369,49,7.2519557929,81.642728905,6880
"31043","Nebraska","Dakota",295,7311.9518666,4.398187115,14.12363,253.90258,33.2668,2153,52,10.512587888,83.32648308,10665
"31045","Nebraska","Dawes",124,9705.7193729,4.6432591117,73.6377,344.2764,121.3445,1812,43,7.8729515121,83.081928424,4874
"31047","Nebraska","Dawson",308,7719.6606447,4.4154022903,54.39786,166.07847,58.61665,2717,45,12.592898431,83.177466043,11982
"31049","Nebraska","Deuel",NA,NA,4.7060152597,0,NA,105.15247,2370,28,7.1480144404,85.575757576,1258
"31051","Nebraska","Dixon",82,5812.1838149,4.6399545715,18.03427,18.21162,36.60322,2577,47,10.219151977,82.431828342,3144
"31053","Nebraska","Dodge",559,8617.1535313,4.303782841,48.5136,228.5745,86.4935,2362,58,8.5723053841,88.151786315,21864
"31055","Nebraska","Douglas",6986,7599.3089494,4.7612084398,108.71646,528.54768,101.47921,2066,56,7.9466500488,91.531818955,350796
"31057","Nebraska","Dundy",NA,NA,4.7566674777,122.32416,NA,125.78616,5909,31,9.8445595855,83.457711443,1218
"31059","Nebraska","Fillmore",NA,NA,4.6200529002,36.06203,288.39221,54.02485,1434,55,6.6985645933,81.192275399,3901
"31061","Nebraska","Franklin",NA,NA,4.8906519079,68.89425,70.79646,34.80682,938,45,7.1255453223,81.162790698,2005
"31063","Nebraska","Frontier",NA,NA,4.6065701728,NA,38.68472,0,2074,48,7.8218359587,73.219373219,1609
"31065","Nebraska","Furnas",83,8966.3017563,4.7862052965,108.60122,65.84723,43.71585,3016,47,8.4635800649,74.875373878,2962
"31067","Nebraska","Gage",347,7953.9101733,4.992154329,74.01925,189.5165,64.86587,1126,51,7.4268970878,86.18205632,14088
"31069","Nebraska","Garden",NA,NA,4.8315369624,0,55.74136,54.43658,4701,32,8.3717357911,82.829504232,1186
"31071","Nebraska","Garfield",NA,NA,4.5792610061,54.37738,NA,111.04942,3149,38,6.4133016627,82.266666667,1215
"31073","Nebraska","Gosper",NA,NA,4.5189314567,54.82456,54.14185,0,1118,55,8.7427745665,83.526383526,1393
"31075","Nebraska","Grant",NA,NA,4.6240890039,0,0,0,NA,18,8.1818181818,80.677966102,441
"31077","Nebraska","Greeley",NA,NA,4.8312119424,NA,45.06534,0,1643,59,9.1291291291,85.22848034,1434
"31079","Nebraska","Hall",807,7360.4509082,4.6615965379,58.08419,440.53572,90.18149,2569,59,10.400559462,87.925100385,33869
"31081","Nebraska","Hamilton",115,6028.349879,4.4945035838,106.54166,146.79669,53.02789,2577,51,6.1486939049,91.797656473,6256
"31083","Nebraska","Harlan",NA,NA,4.659536567,64.70398,NA,32.74394,1583,42,8.9531680441,79.916666667,1963
"31085","Nebraska","Hayes",NA,NA,4.8963718742,0,0,0,NA,52,8.265802269,80.672268908,606
"31087","Nebraska","Hitchcock",NA,NA,4.7946708892,38.66976,NA,0,2747,47,7.2792978833,76.355555556,1716
"31089","Nebraska","Holt",119,6597.796302,4.4879669678,89.56115,227.88071,99.57184,3776,54,8.862244233,82.874015748,6410
"31091","Nebraska","Hooker",NA,NA,4.5689803014,272.47956,0,145.77259,NA,38,9.0534979424,71.337579618,402
"31093","Nebraska","Howard",77,5022.4306562,4.6627040387,76.55795,107.24682,30.69839,1650,57,5.6944444444,81.275060144,4246
"31095","Nebraska","Jefferson",130,7589.9039139,4.8124840856,55.74136,70.88177,41.93458,1141,52,7.3007616571,79.094412331,4689
"31097","Nebraska","Johnson",95,7994.9471497,4.3454225149,18.81114,19.23817,18.91432,2897,45,6.7634342187,84.628571429,3321
"31099","Nebraska","Kearney",81,6257.9862902,4.7350359178,29.96704,44.31315,44.84305,1337,59,6.477809254,87.985347985,4323
"31101","Nebraska","Keith",131,9725.7252652,4.547009519,72.47252,147.91076,60.4668,2090,42,8.2968697408,85.859097821,5516
"31103","Nebraska","Keya Paha",NA,NA,4.8053968067,0,0,0,NA,50,9.3808630394,84.097859327,610
"31105","Nebraska","Kimball",NA,NA,5.1957052747,NA,NA,30.16591,2972,28,12.118713932,84.977139125,2236
"31107","Nebraska","Knox",127,8014.0824063,5.0329138862,47.61338,72.30658,95.96929,2997,44,8.9796593352,82.998454405,5321
"31109","Nebraska","Lancaster",3300,6251.6754329,4.6010387397,69.33445,448.09559,106.84945,1658,55,7.264264717,92.156595693,189840
"31111","Nebraska","Lincoln",623,9593.8950394,4.9113151744,52.73489,314.70103,80.15437,4209,46,7.257203842,88.069934865,22226
"31113","Nebraska","Logan",NA,NA,4.3996012542,0,0,0,NA,36,7.1153846154,85.209003215,540
"31115","Nebraska","Loup",NA,NA,4.889494997,0,0,0,NA,44,4.7961630695,85.9437751,420
"31117","Nebraska","McPherson",NA,NA,4.776799465,0,0,0,NA,38,5.5555555556,93.87755102,320
"31119","Nebraska","Madison",420,6585.9848525,4.5851407948,62.25769,634.35035,135.7159,2318,48,9.1964912281,84.193046919,21422
"31121","Nebraska","Merrick",121,8240.4414106,4.6646644162,39.13894,38.68472,64.75845,2062,58,7.3,86.199376947,4999
"31123","Nebraska","Morrill",100,11072.389351,4.8198039652,43.7254,22.20249,44.17937,1590,41,8.9887640449,80.105820106,2862
"31125","Nebraska","Nance",87,11246.756691,4.8439011663,NA,NA,90.19844,2286,44,6.6204772902,82.763744428,2155
"31127","Nebraska","Nemaha",115,9243.9057497,5.0298486628,84.93771,42.39683,42.64392,1980,54,9.7259231062,81.294452347,4131
"31129","Nebraska","Nuckolls",NA,NA,4.6675849449,123.15271,122.10012,74.23905,4223,61,9.0189328744,83.947223749,2849
"31131","Nebraska","Otoe",220,7090.840824,4.7390247097,75.32957,134.68013,55.56242,1655,48,7.295401403,92.059785147,10317
"31133","Nebraska","Pawnee",NA,NA,4.983610719,39.24647,NA,118.67089,1021,48,9.3385214008,77.901578459,1544
"31135","Nebraska","Perkins",NA,NA,4.4878006954,105.9322,NA,35.34818,NA,48,10.825944937,88.037865749,1830
"31137","Nebraska","Phelps",114,6340.2115921,4.6162338064,100.70493,165.61775,66.75567,2619,48,7.3682727529,83.320240901,5621
"31139","Nebraska","Pierce",96,7469.1984744,4.952833508,41.02284,13.70051,40.91653,2242,46,5.9655701381,86.813571179,4670
"31141","Nebraska","Platte",368,5668.4750386,4.3136250582,75.93236,234.04317,52.48425,2375,57,9.0373209894,87.259292432,20104
"31143","Nebraska","Polk",89,7161.6436441,4.7193761848,57.98222,38.25555,38.71467,2543,55,8.2091437232,85.422740525,3390
"31145","Nebraska","Red Willow",166,9044.4848571,4.6237808993,75.30829,248.63728,94.58054,3067,49,8.084947839,84.263845115,6878
"31147","Nebraska","Richardson",138,6372.0749666,4.6889676969,51.55304,130.05592,38.93576,4163,41,8.0374155552,82.037608757,5113
"31149","Nebraska","Rock",NA,NA,4.6706979476,79.11392,550.74744,0,1357,59,7.4829931973,79.209621993,886
"31151","Nebraska","Saline",150,5921.9057932,4.6838069865,42.27734,109.92786,56.67328,1011,57,11.540130152,82.926829268,7310
"31153","Nebraska","Sarpy",1667,5139.5474966,4.3531142291,49.63344,139.57956,72.24515,2365,51,4.6107965798,94.782620663,120272
"31155","Nebraska","Saunders",298,6666.6973234,4.4057124091,43.88467,42.6203,30.27944,1545,57,5.3188660178,91.167800454,14938
"31157","Nebraska","Scotts Bluff",612,10216.526949,4.8714615621,69.93985,316.53548,61.79255,2748,41,9.5153642911,82.919234082,21794
"31159","Nebraska","Seward",198,5490.0484532,4.6306333717,62.48935,158.4517,45.21818,2569,43,6.7364485981,88.863807374,10515
"31161","Nebraska","Sheridan",80,8483.1994788,4.8729280077,39.25417,344.96753,40.03203,2287,36,10.946662943,83.364750236,3262
"31163","Nebraska","Sherman",NA,NA,4.8867172303,NA,33.5233,0,2206,49,7.7030162413,77.047913447,1952
"31165","Nebraska","Sioux",NA,NA,4.7851102888,87.48906,86.65511,0,2054,50,6.1776061776,77.899343545,803
"31167","Nebraska","Stanton",NA,NA,4.5909590445,NA,17.0765,NA,1771,45,5.7483970816,82.48143294,3812
"31169","Nebraska","Thayer",NA,NA,4.7787152381,81.41665,62.12466,20.47083,3100,47,7.2956664838,86.167146974,3294
"31171","Nebraska","Thomas",NA,NA,4.5460499697,0,0,0,NA,40,8.547008547,92.452830189,470
"31173","Nebraska","Thurston",199,27025.927723,5.3119735789,90.63444,488.02806,92.20839,3444,39,7.3358270989,81.795259708,3412
"31175","Nebraska","Valley",NA,NA,4.5331467645,122.97098,249.25224,98.20771,3201,46,9.3491906178,81.064763996,2745
"31177","Nebraska","Washington",233,4802.1478331,4.5116720968,42.9205,42.54917,33.07035,1473,59,5.4792926943,92.360862829,13785
"31179","Nebraska","Wayne",74,4888.7427639,4.7397377221,61.32461,81.02086,50.65343,1582,47,6.694440454,89.287612972,5192
"31181","Nebraska","Webster",NA,NA,4.7392475023,29.31692,59.68368,0,2114,46,7.0455430128,89.95342648,2263
"31183","Nebraska","Wheeler",NA,NA,4.4871202531,0,0,0,NA,55,5.444646098,76.044568245,618
"31185","Nebraska","York",197,7471.7972176,4.5152200384,77.2255,181.10894,62.70029,1935,47,6.3498027428,91.805331902,8793
"32001","Nevada","Churchill",527,10825.65764,5.5027425192,46.65086,236.40662,65.78184,2679,36,10.304438314,88.456003289,16319
"32003","Nevada","Clark",34662,8617.8590865,5.516375833,54.61344,255.63079,66.89669,3089,31,13.560913599,90.524535685,1382552
"32005","Nevada","Douglas",744,7663.7947982,5.3735798414,52.13555,165.50611,74.55469,1268,49,10.044968582,93.415813424,36787
"32007","Nevada","Elko",830,10188.402637,5.4907769229,35.24066,108.66963,48.10717,2710,32,10.249331378,88.355673795,30524
"32009","Nevada","Esmeralda",NA,NA,5.9349390716,0,0,0,NA,16,18.823529412,91.886409736,668
"32011","Nevada","Eureka",NA,NA,5.7140404424,0,NA,107.35373,1047,28,6.9490403706,90.476190476,1064
"32013","Nevada","Humboldt",314,11481.244972,5.4412991726,45.33092,122.54902,40.52802,2647,29,12.272664168,88.380734601,9923
"32015","Nevada","Lander",103,9879.354919,5.534088572,34.49465,17.33403,17.34305,2000,20,11.28729397,95.165505226,3469
"32017","Nevada","Lincoln",90,8004.7093771,5.5935193519,44.1989,112.30907,44.62294,3337,21,11.755583127,80.873308733,3008
"32019","Nevada","Lyon",1282,10098.404368,5.7633935722,13.13564,154.99417,19.48526,2357,37,12.347718356,91.132647398,38623
"32021","Nevada","Mineral",153,19160.87803,6.1319808011,109.02747,132.50883,66.29834,1650,18,10.805687204,84.526558891,2974
"32023","Nevada","Nye",1464,11604.828948,5.8638305783,24.3218,150.75377,18.26884,3317,29,10.25349674,80.777468897,35910
"32027","Nevada","Pershing",124,8967.0431203,5.4697282252,29.66919,94.28033,46.42526,1992,21,10.30848329,88.52192745,4232
"32029","Nevada","Storey",NA,NA,5.3108203131,NA,143.64376,NA,879,37,13.850616389,94.076840982,3009
"32031","Nevada","Washoe",7137,8308.4677435,5.5721065181,78.84198,377.69416,70.45869,2214,45,12.858427022,90.290458552,306177
"32033","Nevada","White Pine",166,9770.6389568,5.4810950374,76.23611,434.17038,34.13746,1235,31,8.8069073783,85.001467567,5883
"32510","Nevada","Carson City",1234,10863.645071,5.5475261059,64.41442,308.42925,91.17495,2597,40,14.224197169,90.038897345,37570
"33001","New Hampshire","Belknap",992,7596.4107774,5.5668253924,48.09184,541.31361,66.37749,2101,47,6.862545336,90.20215943,45791
"33003","New Hampshire","Carroll",780,7555.2072209,5.2413819213,81.5534,276.46431,67.05109,1674,50,8.3160542976,90.622737147,38895
"33005","New Hampshire","Cheshire",1094,7141.8924437,5.4875011432,67.24515,404.1028,78.86231,1895,41,5.9315404273,90.199547823,51924
"33007","New Hampshire","Coos",661,11270.039765,6.0700427636,111.8604,239.06668,73.0066,1950,46,7.6741807834,86.271529889,21933
"33009","New Hampshire","Grafton",1149,6277.4606076,5.4136493172,188.71813,600.13312,83.40101,1889,47,7.0424901488,88.124186446,61929
"33011","New Hampshire","Hillsborough",5224,6908.9390369,5.3076721087,83.47501,407.62459,82.98288,2694,54,6.5767232026,92.620370591,283597
"33013","New Hampshire","Merrimack",2047,6692.2765995,5.469703866,98.55834,539.77327,78.1951,2215,56,6.8564047004,91.071221772,105019
"33015","New Hampshire","Rockingham",3571,5001.273863,5.1013786699,78.56203,319.62431,76.3875,2451,53,4.9282951037,94.431541694,225879
"33017","New Hampshire","Strafford",1725,7468.2505908,5.5902903709,66.45723,329.47322,73.33207,2671,41,5.610367652,91.742125223,84310
"33019","New Hampshire","Sullivan",699,8142.5478504,5.6551789069,71.21035,227.43296,38.67328,2181,50,7.0373145512,86.112320418,29948
"34001","New Jersey","Atlantic",4799,10072.402861,5.4715110047,71.64522,229.64031,59.86112,2982,42,8.7071570245,90.444477151,171315
"34003","New Jersey","Bergen",8165,4471.8548755,4.7060562614,113.43871,327.96094,133.36873,2162,46,6.8016987405,93.965871041,630189
"34005","New Jersey","Burlington",5719,6658.1617424,5.0751420128,75.81811,1129.66172,73.1598,3629,43,4.952388627,94.11460641,313461
"34007","New Jersey","Camden",8043,8984.3630619,5.4498701874,98.51634,401.9378,81.34774,4144,42,8.4523484782,91.228455045,325766
"34009","New Jersey","Cape May",1753,9175.8413774,5.0639749575,53.31326,136.34922,59.60223,2940,48,7.7351198914,91.527868557,68721
"34011","New Jersey","Cumberland",2804,10759.537744,5.5343474006,39.05563,135.23627,64.08732,3122,39,10.310828175,87.504921168,83726
"34013","New Jersey","Essex",11578,8340.7020858,5.1001492505,75.44592,282.45235,91.93892,3023,42,10.63545064,87.760533967,499938
"34015","New Jersey","Gloucester",4213,7587.1112225,5.2989273791,53.20599,164.38463,44.68348,3612,43,5.0390590431,91.88700848,197021
"34017","New Jersey","Hudson",7361,6243.8034721,4.5647704603,47.40463,105.60306,67.39023,3548,34,10.392192991,91.075682113,452333
"34019","New Jersey","Hunterdon",1228,4362.6272271,4.7101621566,110.06435,301.11458,83.99023,2595,46,4.4046337537,94.23512579,90355
"34021","New Jersey","Mercer",4796,7664.2336304,5.3287727481,90.43841,410.03901,84.5837,2952,43,8.7236784137,90.231436973,233383
"34023","New Jersey","Middlesex",8822,5499.129029,4.611017509,90.38031,234.12994,89.03924,2809,40,7.3273658946,93.13929518,530668
"34025","New Jersey","Monmouth",7251,5709.6038596,4.8654755019,109.70723,371.3447,104.17669,3076,45,6.0902989039,93.159335718,428967
"34027","New Jersey","Morris",4419,4240.0883399,4.315384054,93.15415,356.12716,113.46941,2190,46,5.335381316,94.733110926,344618
"34029","New Jersey","Ocean",8898,7126.7750427,5.3418222767,38.36684,212.98641,59.47525,3464,44,5.7506401731,87.597765826,409252
"34031","New Jersey","Passaic",6307,7211.4526711,5.2704302176,51.91878,179.7836,71.60425,2429,41,12.293470453,91.501090108,295540
"34033","New Jersey","Salem",1287,11685.238187,5.9764978878,24.59798,128.56225,30.71395,3994,40,6.4443805691,88.706241711,40868
"34035","New Jersey","Somerset",2917,4544.7991684,4.206780325,110.22807,325.64886,98.30631,2325,44,5.2555699336,95.438710325,229383
"34037","New Jersey","Sussex",2075,6516.349931,5.3339779084,45.34742,249.77418,69.82284,2764,41,5.3530183172,94.023862685,100826
"34039","New Jersey","Union",6487,6476.666923,4.4974507153,61.5262,254.57199,88.97625,2506,43,12.596431838,92.173080833,336957
"34041","New Jersey","Warren",1505,7006.0662433,4.7871325939,54.18537,263.36605,71.21865,3668,41,5.9531893703,91.326791714,75197
"35001","New Mexico","Bernalillo",11378,11523.92004,5.4678172068,106.16955,567.16489,88.02869,1760,42,9.8697339041,88.184084426,429357
"35003","New Mexico","Catron",NA,NA,6.2191334408,NA,78.43137,26.13013,826,23,7.5445173383,64.863221884,2955
"35005","New Mexico","Chaves",1347,13483.896778,5.5999396316,61.89172,155.75589,56.34332,3287,32,10.959355903,78.224952341,33987
"35006","New Mexico","Cibola",657,16697.435087,6.4973752159,47.82225,373.41299,66.79035,2632,22,9.1868758916,73.231174428,15825
"35007","New Mexico","Colfax",285,13075.238738,5.5747761605,40.42364,1019.99184,40.82966,1793,22,10.173027365,78.182154074,8366
"35009","New Mexico","Curry",868,12340.458899,5.5475156986,41.66753,690.35619,82.04999,2383,31,11.116916723,87.883709599,24375
"35011","New Mexico","De Baca",NA,NA,6.0621633192,59.52381,1146.65057,118.13349,736,19,12.913907285,76.616231087,959
"35013","New Mexico","Dona Ana",3232,9397.0822165,5.32082159,61.84878,373.87327,59.99901,2177,39,12.125043672,88.238956064,113831
"35015","New Mexico","Eddy",1142,12798.052199,5.5990424708,29.55131,150.9747,33.11258,2692,33,10.739191074,85.269950527,33631
"35017","New Mexico","Grant",566,12951.220634,5.6134814456,64.54158,655.21258,57.79094,1704,34,8.6751207089,84.668895112,18500
"35019","New Mexico","Guadalupe",90,12650.537078,5.493846414,44.95392,1700.83877,46.40371,3301,19,8.5786073223,77.119228119,2695
"35021","New Mexico","Harding",NA,NA,5.6155101603,0,0,0,NA,17,10.610079576,65.957446809,451
"35023","New Mexico","Hidalgo",94,10843.651822,5.8128165865,24.5459,176.54477,124.90632,1756,25,10.758436351,79.213857428,2451
"35025","New Mexico","Lea",1289,12672.944115,5.3842747778,30.13534,130.37267,34.5056,2588,32,13.332793391,84.373982416,33058
"35027","New Mexico","Lincoln",434,12621.00382,5.9816151381,63.61323,544.21089,44.09387,1939,36,11.802011955,83.063139932,14466
"35028","New Mexico","Los Alamos",130,3583.3243466,4.6262109817,155.19917,282.86361,99.02538,1067,48,2.1492499685,94.641334795,13852
"35029","New Mexico","Luna",531,13151.906753,5.8946399923,15.66661,165.90299,38.83646,2108,23,12.291157294,79.255670557,12422
"35031","New Mexico","McKinley",2231,27592.800589,7.1454299129,82.1956,191.86883,73.03451,2681,27,13.795266371,57.80538695,36495
"35033","New Mexico","Mora",84,14981.906708,5.4629914054,NA,169.77929,71.9597,1679,27,6.3799788509,58.161727775,3069
"35035","New Mexico","Otero",1160,11127.673711,5.5855420534,45.23104,293.45536,50.85509,2274,40,9.3002759044,87.955528104,39593
"35037","New Mexico","Quay",245,16626.927498,5.9639323927,11.55268,1398.35488,35.10414,1590,28,10.186092067,70.307167235,5602
"35039","New Mexico","Rio Arriba",1036,21299.484786,5.8729715231,49.77725,546.69475,74.91011,1877,32,9.0811102129,71.288384513,24065
"35041","New Mexico","Roosevelt",292,10940.860306,5.7433815228,42.0632,303.40129,36.97053,1923,31,11.085219707,85.702399112,9620
"35043","New Mexico","Sandoval",2166,9510.9134248,5.6827863487,66.06373,402.72932,42.99646,1744,41,7.9167050431,88.882510181,98548
"35045","New Mexico","San Juan",2814,18277.303577,6.2742035027,52.89562,281.7485,107.12684,2798,31,12.761718222,69.173994592,69292
"35047","New Mexico","San Miguel",576,14085.431994,5.7916928453,47.88214,1102.44488,51.94227,1810,27,8.6239396795,75.109023818,17073
"35049","New Mexico","Santa Fe",2191,8950.4019466,5.4844932183,110.1797,802.14932,89.29489,1187,41,12.048018382,88.132318163,108596
"35051","New Mexico","Sierra",387,17437.97555,5.8054147035,43.4707,261.14206,69.95453,1916,27,9.1317785895,80.955895922,8298
"35053","New Mexico","Socorro",379,17605.398632,6.1714740819,42.91582,200.46357,49.64319,1371,25,10.438121836,59.708923784,8966
"35055","New Mexico","Taos",663,12929.772206,5.7304435541,86.6476,869.05973,49.16136,1033,31,11.334283797,83.920049796,24890
"35057","New Mexico","Torrance",353,14503.049926,5.8800879775,6.53296,179.1083,19.41245,1930,25,9.0387124837,78.611014894,9425
"35059","New Mexico","Union",82,12002.139619,5.6498875507,24.34867,857.71948,0,2278,24,12.138508371,83.244680851,2504
"35061","New Mexico","Valencia",1435,11779.073828,5.5985297164,29.79661,228.70573,33.29918,1929,35,10.848450338,80.262863117,45636
"36001","New York","Albany",4043,7275.973279,5.1555914489,96.25713,451.27408,88.97727,2369,49,4.5364575634,89.376017118,198329
"36003","New York","Allegany",760,8270.8479351,5.9795059812,34.70264,261.51637,32.12404,2555,50,5.0596982692,84.792167439,27295
"36005","New York","Bronx",21458,9450.884202,5.5567565568,57.82667,278.66324,53.48035,3519,35,7.3125353352,85.273371102,706230
"36007","New York","Broome",3085,9128.1860818,6.0958197046,78.58447,264.18193,68.99456,2744,47,5.2390454471,88.423961556,119116
